locus_tag	acronym	geneProduct	genePublication
MtrunA17Chr8g0357331	MtLegin36	Leginsulin	PMID:29030416
MtrunA17Chr8g0357431	MtCYP71D421	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0357471	MtNCR739	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0357491	MtSTIG/GRI_15	Stigma1 / GRI	PMID:29030416
MtrunA17Chr8g0357501	MtSTIG/GRI_20	Stigma1 / GRI	PMID:29030416
MtrunA17Chr8g0357511	MtSTIG/GRI_20	Stigma1 / GRI	PMID:29030416
MtrunA17Chr8g0357551	MtNCR-new81	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0358221	MtNCR731	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0358281	MtNCR482	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0358331	MtNCR-new82	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0358351	MtNCR504	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0358371	MtNCR-new83	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0358381	MtNCR-new84	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0358941	MtGA2ox2	Gibberellin C20-GA2-oxidase 2  (GA inactivation)	PMID:30976084
MtrunA17Chr8g0359071	MtLegin32	Leginsulin	PMID:29030416
MtrunA17Chr8g0359111	MtKunitz24	Kunitz-P Trypsin Inhibitor	PMID:29030416
MtrunA17Chr8g0359161	MtKPI106|MtKunitz22	Kunitz protease inhibitor 106|Kunitz-P Trypsin Inhibitor 22	PMID:26984507|PMID:29030416
MtrunA17Chr8g0359261	MtSWEET2a|MtSWEET2.1 	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr8g0359301	MtTPD14	Tapetum Determinant 	PMID:29030416
MtrunA17Chr8g0359371	MtTPS1	trehalose phosphate synthase 1	PMID:33848573
MtrunA17Chr8g0359761	MtCDC16	CELL DIVISION CYCLE 16	PMID:19789288
MtrunA17Chr8g0359831	MtPDF60	Plant Defensin	PMID:29030416
MtrunA17Chr8g0359841	MtPDF60	Plant Defensin	PMID:29030416
MtrunA17Chr8g0360011	MtMKB1	MAKIBISHI (E3 ubiquitin ligase)	PMID:26589673
MtrunA17Chr8g0360111	MtLAP1|MtMYB033	 Legume Anthocyanin Production 1 (FJ199998)|Myeloblastosis (MYB) transcription factor 33	PMID:19368693|PMID:31188936
MtrunA17Chr8g0360221	SHH1-like2	SAWADEE HOMEODOMAIN HOMOLOG 1-like	
MtrunA17Chr8g0360341	MtLCR43	Low-molecular weight Cys-rich	PMID:29030416
MtrunA17Chr8g0360361	MtSPL5B	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr8g0360371	MtENODL52|MtPCY56	ENOD-like 52|Plantacyanin/Chemocyanin 56	PMID:30649463|PMID:29030416
MtrunA17Chr8g0360441	MtTCP4	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr8g0360491	MtCLE53	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416|PMID:28839170
MtrunA17Chr8g0360691	MtRC9	Root Cap 9	PMID:29030416
MtrunA17Chr8g0360771	MtHDMA12	Histone demethylase KDM1/LSD1-like	PMID:35161303
MtrunA17Chr8g0360821	MtCNGC4b	cyclic nucleotide-gated channel	PMID:27230377
MtrunA17Chr8g0361191	MtNCR-new85	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0361201	MtNFS2	nitrogen fixation specificity 2|nodule-specific Cysteine-Rich peptide (NCR)	PMID:28607058
MtrunA17Chr8g0361391	MtJMJ33	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr8g0361471	MtCYP71D420	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0361621	MtNCR104	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0361731	MtFEZ	fewer root cap layers (NAC domain transcription factor)	PMID:33299183
MtrunA17Chr8g0361861	MtNCR093	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0361871	MtNCR093	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0362101	MtNCR741	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0362191	MtSUT2 	sucrose transporter	PMID:31568488
MtrunA17Chr8g0362231	MtMYB150	Myeloblastosis (MYB) transcription factor 150	PMID:31188936
MtrunA17Chr8g0362481	MtCYP93A76	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0362541	MtWRI5a	AP2-domain transcription factor WRINCKLED	PMID:28596311
MtrunA17Chr8g0362701	MtCYP93A77	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0362731	MtCYP714E22	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0363271		"Disease resistance protein, TIR-NBS-LRR class"	PMID:27245091
MtrunA17Chr8g0363921	MtbHLH769b	basis helix-loop-helix transcription factor 769b	PMID:23566016
MtrunA17Chr8g0363991	MtHAG48	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr8g0364291	MtPrx91	peroxidase	PMID:27375649
MtrunA17Chr8g0364311	MtGASA14|MtGASA23	GAST1 PROTEIN HOMOLOG 14|Gibberellic Acid-Stimulated 23	PMID:25527707|PMID:29030416
MtrunA17Chr8g0364331	MtSYFO1L	SYMBIOTIC FORMIN 1-LIKE 	PMID:33930305
MtrunA17Chr8g0364491	RDM4-like1	RNA-directed DNA methylation 4-like	
MtrunA17Chr8g0364521	MtCycD1-2	Cyclin D type	PMID:33228084
MtrunA17Chr8g0364631	MtCYP89A125	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0364651	MtCYP89A126	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0364751	MtMATE5|MtTT12-1	multidrug and toxic compound extrusion family|TRANSPARENT TESTA 12 	PMID:28052433|PMID:25922487
MtrunA17Chr8g0364921	MtECL11	Egg Cell1-Like	PMID:29030416
MtrunA17Chr8g0364931	MtECL15	Egg Cell1-Like	PMID:29030416
MtrunA17Chr8g0364961	MtTPS9	trehalose phosphate synthase 9	PMID:33848573
MtrunA17Chr8g0365021	MtAHA12	Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr8g0365091	MtNCR182	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0365121	MtNCR732	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0365131	MtNCR733	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0365141	MtNCR059	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0365151	MtLP18	LEED..PEED family	PMID:29030416
MtrunA17Chr8g0365171	MtNCR061	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0365201	MtNCR063	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0365941	MtbHLH74	basis helix-loop-helix transcription factor 74	PMID:23566016
MtrunA17Chr8g0366061	MtGLV14|MtRGF8	Golven/ Root Growth Factor|Root Meristem Growth Factor (peptide)	PMID:29030416|PMID:31831172
MtrunA17Chr8g0366231	MtPIM|MtBM5A	PROLIFERATING INFLORESCENCE MERISTEM|(MADS box protein)	PMID:16963524|PMID:25745430
MtrunA17Chr8g0366271	MtNCR735	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0366301	MtSYP22	"syntaxin of plants 22 (vacuolar SNARE, TC100656)"	PMID:19734435
MtrunA17Chr8g0366401	MtCML45	Calmodulin-like 45	PMID:32992668
MtrunA17Chr8g0366451	MtABAB36	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr8g0366481	MtABAB37	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr8g0367051	MtLEC7	lectin 7	PMID:20003073
MtrunA17Chr8g0367181	MtDXS2	1-deoxy-D-xylulose 5-phosphate synthase 2 (plastidial methylerythritol phosphate (MEP) pathway)	PMID:20003073
MtrunA17Chr8g0367271	MtPRP669_12	Pro-rich Protein Group 669	PMID:29030416
MtrunA17Chr8g0367281	MtPRP669_13	Pro-rich Protein Group 669	PMID:29030416
MtrunA17Chr8g0367291	MtPRP669_14	Pro-rich Protein Group 669	PMID:29030416
MtrunA17Chr8g0367301	MtPRP669_16	Pro-rich Protein Group 669	PMID:29030416
MtrunA17Chr8g0367341	MtPUB60	Plant U-box protein 60	PMID:28771553
MtrunA17Chr8g0367661	MtCycD4-2	Cyclin D type	PMID:33228084
MtrunA17Chr8g0367721	MtNCR736	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0367791	MtNCR737	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0367861	MtNCR463	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0367961	MtHYP5c	hypothetical protein 5c	PMID:27249190
MtrunA17Chr8g0368001	MtMATE13	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr8g0368301	MtNCR808	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0368311	MtNCR808	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0368421	MtNRT2.3	nitrate transporter 2.3	PMID:25430977
MtrunA17Chr8g0368681	MtCML46	Calmodulin-like 46	PMID:32992668
MtrunA17Chr8g0368741	MtPHO1.3	Phosphate transporter1.1 (export)	PMID:33631809
MtrunA17Chr8g0368761	MtDCL2c	Dicer-like 2b	PMID:26825594
MtrunA17Chr8g0368861	MtnsLTP67	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr8g0368901	MtSDG71	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0368911	MtSDG72	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0368941	MtPDF49	Plant Defensin	PMID:29030416
MtrunA17Chr8g0368951	MtPDF48	Plant Defensin	PMID:29030416
MtrunA17Chr8g0368961	MtDEF4 	defensin	PMID:26116977
MtrunA17Chr8g0369111	MtCML47	Calmodulin-like 47	PMID:32992668
MtrunA17Chr8g0369251	MtWIP1a	tryptophan-proline-proline (WPP) domain-interacting protein 1a (KEH20274.1)	PMID:30530738
MtrunA17Chr8g0369301	MtSDG73	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0369351	MtCMT2	Cytosine-5 methyltransferase 2	PMID:27797357
MtrunA17Chr8g0369511	MtIPD3L	interacting factor of DMI3 (IPD3)-like	PMID:29616050
MtrunA17Chr8g0369751	MtCEP11	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0369791	MtCYP707A19	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0370001	MtHMGR5	3-hydroxy-3-methylglutaryl coenzyme A reductase 5	PMID:18156218
MtrunA17Chr8g0370141	MtTMT3_3|MtTMT2.3	tonoplast membrane transporter	PMID:32016431|PMID:31568488
MtrunA17Chr8g0370340	MtNFS1	nitrogen fixation specificity 1|nodule-specific Cysteine-Rich peptide (NCR-alpha)	PMID:28607056
MtrunA17Chr8g0370341	MtNCR492	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0370351	MtNCR464	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0370641	MtCYP79D13	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0370651	MtCYP79D12	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0370671	MtCycB2-2	Cyclin B type (rhizobium-induced)	PMID:33228084
MtrunA17Chr8g0371311	MtSPK2	Symbiotic Protein Kinase 2	PMID:23347006
MtrunA17Chr8g0371381	MtPrx92	peroxidase	PMID:27375649
MtrunA17Chr8g0371411	MtFDb	FLOWERING LOCUS D b	PMID:33631796
MtrunA17Chr8g0371501	MtROP5	Rho-related GTPase 5 (AF498358)	PMID:20590994
MtrunA17Chr8g0371601	MtHK2	histidine kinase 2 (no CHASE domain)	PMID:31088345
MtrunA17Chr8g0371861	MtNCR361	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0371941	MtGASA24	Gibberellic Acid-Stimulated in Arabidopsis	PMID:29030416
MtrunA17Chr8g0372021	MtPDF50	Plant Defensin	PMID:29030416
MtrunA17Chr8g0372251	MtCYP84A18	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0372324	MtCYP79D14	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0372341	MtCYP79D42	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0372411	MtCYP90C4	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0372461	MtSTY2|MtSTYL2	SHORT INTERNODES/STYLISH 2|STY-like 2	PMID:32978812|PMID:31543454
MtrunA17Chr8g0372581	MtBGAL24	beta-galactosidase 24	PMID:34451684
MtrunA17Chr8g0372601	MtPrx25	peroxidase	PMID:27375649
MtrunA17Chr8g0372711	MtCYP722C1	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0372741	MtCLE08	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:28839170
MtrunA17Chr8g0372961	MtH1.5	Histone H1	PMID:35817824
MtrunA17Chr8g0373031	MtPUB61	Plant U-box protein 61	PMID:28771553
MtrunA17Chr8g0373181	MtESL6_3|MtESL3.2 	Sugar transporter ERD6-like|early-responsive to dehydration six-like	PMID:32016431|PMID:31568488
MtrunA17Chr8g0373191	MtESL6_2|MtESL3.1 	Sugar transporter ERD6-like|early-responsive to dehydration six-like	PMID:32016431|PMID:31568488
MtrunA17Chr8g0373231	MtHAN|MtHAN2	HANABA TARANU (GATA 18 transcription factor)	PMID:33299183|PMID:33995430
MtrunA17Chr8g0373251	MtNCR-new86	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0373441	MtDWF4B|MtCYP90B10	DWARF4B (brassinoid biosynthesis)|Cytochrome P450 monooxygenase	PMID:33386852|PMID:34576120
MtrunA17Chr8g0373531	MtPMT6_2|MtPLT3.2 	polyol/monosaccharide transporter	PMID:32016431|PMID:31568488
MtrunA17Chr8g0373691	MtCML48	Calmodulin-like 48	PMID:32992668
MtrunA17Chr8g0373801 	MtBELL1-2	BEL-Like homeodomain protein	PMID:33419376
MtrunA17Chr8g0373821	MtSDG74	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0373871	MtSDG75	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0373921	MtCAPE17	CAP-derived peptide	PMID:29030416
MtrunA17Chr8g0374151	MtATG101	Autophagy related gene	PMID:34824334
MtrunA17Chr8g0374521	MtPhyCys26	Phytocystatin	PMID:29030416
MtrunA17Chr8g0374701	MtCRK6	CDPK-related kinase	PMID:30129677
MtrunA17Chr8g0374771	MtCEP6	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0374781	MtCEP2	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0374791	MtCEP9	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0374801	MtCEP8	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0374811	MtCEP7	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0374821	MtCEP1	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0374831	MtCEP13	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0375091	MtREM5.2	remorin 5.2	PMID:17984200
MtrunA17Chr8g0375171	MtNRPD2A.2	RNA Pol subunit	
MtrunA17Chr8g0375381	ASHR2-2	ASHR2-like Histone-lysine N-methyltransferase	
MtrunA17Chr8g0376381	MtDELLA2	aspartic acid-glutamic acid-leucine-leucine-alanine 2 (GRAS family transcription factor)	PMID:27586842
MtrunA17Chr8g0376641	Glutaredoxin-14	Glutaredoxin family protein	
MtrunA17Chr8g0376881	MtRRB20	type-B response regulator	PMID:31088345
MtrunA17Chr8g0377151	MtPUB62	Plant U-box protein 62	PMID:28771553
MtrunA17Chr8g0377341	MtCYP78A126	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0377401	MtSPL10B	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr8g0377421	MtSPL10A	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr8g0377431	MtSPL11	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr8g0377441	MtMSI1.5	MULTICOPY SUPRESSOR OF IRA	PMID:34299158
MtrunA17Chr8g0377481	MtCHK2	CHASE-domain containing histidine kinase 2	PMID:27341695
MtrunA17Chr8g0377501	MtCAMTA6	Calmodulin-binding transcription activator 6	PMID:26150823
MtrunA17Chr8g0377551	MtSEP3b	SEPALLATA 3b	PMID:30108597
MtrunA17Chr8g0377611	MtZ-ISO	15-cis-zeta-carotene isomerase (carotenoid biosynthesis)	PMID:25527707
MtrunA17Chr8g0377741	MtPhyCys27	Phytocystatin	PMID:29030416
MtrunA17Chr8g0378021	MtRALF13	Rapid Alkalinization Factor	PMID:29030416
MtrunA17Chr8g0378221	MtBGAL25	beta-galactosidase 25	PMID:34451684
MtrunA17Chr8g0378461	MtnsLTP101	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr8g0378531	MtPLAT9	PLAT-domain  9	P. Gamas unpublished
MtrunA17Chr8g0378621	MtBG1	"beta-1,3-Glucanase 1"	PMID:30416059
MtrunA17Chr8g0378811	MtERN3	ERF required for nodulation-3	PMID:17827349
MtrunA17Chr8g0378831	MtMAPK7	MAP kinase 	PMID:24317362
MtrunA17Chr8g0378871	MtMAPK14	MAP kinase 	PMID:24317362
MtrunA17Chr8g0379031	MtSCAR/WAVE 1	suppressor of cyclic AMP receptor/Wiskott-Aldrich syndrome Verprolin-homologous protein (F-actin polymerization)	PMID:22683509
MtrunA17Chr8g0379081	MtENODL47|MtPCY63	ENOD-like 47|Plantacyanin/Chemocyanin 63	PMID:30649463|PMID:29030416
MtrunA17Chr8g0379101	MtCTLK1	cold tolerance LRR-RLK 1	PMID:34626033
MtrunA17Chr8g0379151	MtCP77	cystein protease 77 (papain family)	PMID:31591150
MtrunA17Chr8g0379311	MtH2A.W-8	Histone H2A variant W	PMID:35817824
MtrunA17Chr8g0379531	MtCEP14	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr8g0379901	MtNIP1 	NOD26-like intrinsic protein 1 (aquaporin)	PMID:17109903
MtrunA17Chr8g0379911	MtNIP2	NOD26-like intrinsic protein 2 (aquaporin)	PMID:17109903
MtrunA17Chr8g0379971	MtNPF4.14	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr8g0379991	MtNPF4.13	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr8g0380021	MtAGb	AGAMOUS b	PMID:30108597
MtrunA17Chr8g0380061	MtTPS10	trehalose phosphate synthase 10	PMID:33848573
MtrunA17Chr8g0380501	MtCYP96A94	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0380631	MtPLD9	phospholipase D9	PMID:35095980
MtrunA17Chr8g0380711	MtPCY7|MtPLC3	Plantacyanin/Chemocyanin 7|plastocyanin-like domain 3	PMID:29030416|PMID:30649463
MtrunA17Chr8g0380901	MtPCY8|MtPLC4	Plantacyanin/Chemocyanin 8|plastocyanin-like domain 4	PMID:29030416|PMID:30649463
MtrunA17Chr8g0380931	MtCYP716G1	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0380981	MtJMJ32	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr8g0381261	MtARP3	actin-related protein 3	PMID:25608180
MtrunA17Chr8g0381541	MtKAO5|MtCYP88D3	Ent-kaurenoic acidoxidase (Beta-amyrin oxidase2)|Cytochrome P450 monooxygenase	PMID:30976084|PMID:34576120
MtrunA17Chr8g0381871	MCM2-like5	DNA replication licensing factor	
MtrunA17Chr8g0381891	MtEPFL19	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr8g0382191	MtCAMTA7	Calmodulin-binding transcription activator 7	PMID:26150823
MtrunA17Chr8g0382421	MtPLAT7	PLAT-domain  7	PMID:31061106
MtrunA17Chr8g0382901	MtCYP736A139	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0382901	MtCYP736A140	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0382911	MtPSK7	Phytosulfokine	PMID:29030416
MtrunA17Chr8g0382931	MtNF-YB7|MtCbf3	nuclear factor Y subunit B7|CAAT-box transcription factor 3	PMID:22939172|PMID:20003073
MtrunA17Chr8g0383311	MtBG31	"beta-1,3-Glucanase 31"	PMID:30416059
MtrunA17Chr8g0383411	MtLAT52/POE_36	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr8g0383471	MtGLV3|MtRGF9	Golven/ Root Growth Factor|Root Meristem Growth Factor (peptide)	PMID:29030416|PMID:31831172
MtrunA17Chr8g0383481	MtGLV7|MtRGF10	Golven/ Root Growth Factor|Root Meristem Growth Factor (peptide)	PMID:29030416|PMID:31831172
MtrunA17Chr8g0383561	MtDIP1b	Della interacting protein 1b (GRAS TF)	PMID:27249190
MtrunA17Chr8g0383961	MtRR32	response regulator	PMID:31088345
MtrunA17Chr8g0383971	MtATG13c	Autophagy related gene	PMID:34824334
MtrunA17Chr8g0383981	MtDIP1	Della interacting protein 1  (GRAS TF)	PMID:24343576
MtrunA17Chr8g0384031	MtIDA17	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr8g0384041	MtPUB63	Plant U-box protein 63	PMID:28771553
MtrunA17Chr8g0384361	MtHDA10	Histone deacetylase 10	PMID:35161303
MtrunA17Chr8g0384451	MtNF-YB15	nuclear factor Y subunit B15	PMID:22939172
MtrunA17Chr8g0384621	PAD4-like	salicylic acid defense pathway	
MtrunA17Chr8g0385011	MtSAUR1	SMALL AUXIN UP RNA1	PMID:25527707
MtrunA17Chr8g0385021	MtENODL48|MtPCY66	ENOD-like 48|Plantacyanin/Chemocyanin 66	PMID:30649463|PMID:29030416
MtrunA17Chr8g0385031	MtENODL49|MtPCY61	ENOD-like 49|Plantacyanin/Chemocyanin 61	PMID:30649463|PMID:29030416
MtrunA17Chr8g0385041	MtENODL50|MtPCY75	ENOD-like 50|Plantacyanin/Chemocyanin 75	PMID:30649463|PMID:29030416
MtrunA17Chr8g0385301	MtPDF51	Plant Defensin	PMID:29030416
MtrunA17Chr8g0385311	MtPDF52	Plant Defensin	PMID:29030416
MtrunA17Chr8g0385321	MtMYB020	Myeloblastosis (MYB) transcription factor 20	PMID:31188936
MtrunA17Chr8g0385341	MtCDPK6	calcium-dependent protein kinase6	PMID:30129677
MtrunA17Chr8g0385381	MtTDP1-beta	Tyrosyl-DNA phosphodiesterase (ABE85647.1)	PMID:23467834
MtrunA17Chr8g0385411	MtRbohE	RESPIRATORY BURST OXIDASE HOMOLOG E	PMID:25192698
MtrunA17Chr8g0385751	MtGT-38	trihelix transcription factor (GT) 39	PMID:33238556
MtrunA17Chr8g0385791	MtARF2|MtARF23	auxin response factor 2|auxin response factor 23	PMID:25060922|PMID:25759704
MtrunA17Chr8g0386001	MtSWEET14	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr8g0386011	MtSWEET12	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr8g0386081	MtTPD1	Tapetum Determinant 	PMID:29030416
MtrunA17Chr8g0386091	MtTPD18	Tapetum Determinant 	PMID:29030416
MtrunA17Chr8g0386271	MtSPL13A	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr8g0386431	MtCLE52	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:28839170
MtrunA17Chr8g0386521	MtSYMREM1|MtREM2.2	symbiotic remorin 1|remorin 2.2	PMID:20133878|PMID:17984200
MtrunA17Chr8g0386751	MtPhyCys46	Phytocystatin	PMID:29030416
MtrunA17Chr8g0386921	MtEGL3 	ENHANCER OF GLABRA3 (KEH21065)	PMID:26725247
MtrunA17Chr8g0387001	MtCYP86A93	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0387101	MtCYP89A124	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0387211	AFB-like1	auxin signaling F-box like	
MtrunA17Chr8g0387321	MtBELL1-4	BEL-Like homeodomain protein	PMID:33419376
MtrunA17Chr8g0387351	MtNodGRP46	Nodule-specific Glycine-rich	PMID:29030416
MtrunA17Chr8g0387421	MtMYB149	Myeloblastosis (MYB) transcription factor 149	PMID:31188936
MtrunA17Chr8g0387591	MtRbohH	RESPIRATORY BURST OXIDASE HOMOLOG H	PMID:27375649
MtrunA17Chr8g0387671	MtCDPK19	calcium-dependent protein kinase19	PMID:30129677
MtrunA17Chr8g0387804	MtENODL51	ENOD-like 51	PMID:30649463
MtrunA17Chr8g0387811	MtPCY9	Plantacyanin/Chemocyanin	PMID:29030416
MtrunA17Chr8g0388211	MtECL12	Egg Cell1-Like	PMID:29030416
MtrunA17Chr8g0388621	MtSWEET7	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr8g0388921	MtCYP716A12	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0389081	MtARF24	auxin response factor 24	PMID:25759704
MtrunA17Chr8g0389321	MtACS1	1-aminocyclopropane-1-carboxylate synthase (ethylene synthase)	PMID:25804975
MtrunA17Chr8g0389741	MtBG7	"beta-1,3-Glucanase 7"	PMID:30416059
MtrunA17Chr8g0389801	MtMATE52	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr8g0390141	MtSTP14_3|MtSTP14.3 	sugar transport protein 	PMID:32016431|PMID:31568488
MtrunA17Chr8g0390311	MtPUB64	Plant U-box protein 64	PMID:28771553
MtrunA17Chr8g0390521	MtPMT6_4|MtPLT3.4 	polyol/monosaccharide transporter	PMID:32016431|PMID:31568488
MtrunA17Chr8g0390841	MtVRN1.27	VERNALIZATION1 (PcG-1 Polycomb group protein)	PMID:34299158
